sample_idx,centroid_type,similarity
76,train_real_centroid,0.096260324
77,train_real_centroid,0.13123032
78,train_real_centroid,0.12594011
79,train_real_centroid,0.11690061
80,train_real_centroid,0.12666354
81,train_real_centroid,0.09757936
82,train_real_centroid,0.18131147
83,train_real_centroid,0.1836423
84,train_real_centroid,0.11430422
85,train_real_centroid,0.17940076
86,train_real_centroid,0.12699161
87,train_real_centroid,0.09599444
88,train_real_centroid,0.10417784
89,train_real_centroid,0.24049418
90,train_real_centroid,0.26948166
91,train_real_centroid,0.109731
92,train_real_centroid,0.10235845
93,train_real_centroid,0.18823949
94,train_real_centroid,0.107602775
95,train_real_centroid,0.10228742
96,train_real_centroid,0.10645086
97,train_real_centroid,0.11865057
98,train_real_centroid,0.15088701
99,train_real_centroid,0.13184786
100,train_real_centroid,0.12799819
101,train_real_centroid,0.26486784
102,train_real_centroid,0.22272016
103,train_real_centroid,0.11830371
104,train_real_centroid,0.13038903
105,train_real_centroid,0.16192277
106,train_real_centroid,0.14866619
107,train_real_centroid,0.18477567
108,train_real_centroid,0.11039483
109,train_real_centroid,0.103384286
110,train_real_centroid,0.24279307
111,train_real_centroid,0.13165714
112,train_real_centroid,0.35666174
113,train_real_centroid,0.28545207
114,train_real_centroid,0.12139069
115,train_real_centroid,0.09602932
116,train_real_centroid,0.13355008
117,train_real_centroid,0.23472872
118,train_real_centroid,0.117017426
119,train_real_centroid,0.20430848
120,train_real_centroid,0.10896146
121,train_real_centroid,0.16130643
122,train_real_centroid,0.11810972
123,train_real_centroid,0.11641162
124,train_real_centroid,0.11434623
125,train_real_centroid,0.16472487
126,train_real_centroid,0.18435048
127,train_real_centroid,0.11821302
128,train_real_centroid,0.13795383
129,train_real_centroid,0.20680408
130,train_real_centroid,0.2015118
131,train_real_centroid,0.1336234
132,train_real_centroid,0.09719494
133,train_real_centroid,0.1310714
134,train_real_centroid,0.1930305
135,train_real_centroid,0.18739936
136,train_real_centroid,0.16734102
137,train_real_centroid,0.22163099
138,train_real_centroid,0.11776236
139,train_real_centroid,0.10985026
140,train_real_centroid,0.11806374
141,train_real_centroid,0.14830834
142,train_real_centroid,0.11667733
143,train_real_centroid,0.087576464
144,train_real_centroid,0.11444328
145,train_real_centroid,0.20420669
146,train_real_centroid,0.16646793
147,train_real_centroid,0.1332119
148,train_real_centroid,0.2874974
149,train_real_centroid,0.16257557
150,train_real_centroid,0.4219972
151,train_real_centroid,0.22114241
152,train_real_centroid,0.40424776
153,train_real_centroid,0.14311549
154,train_real_centroid,0.10007446
155,train_real_centroid,0.10924551
156,train_real_centroid,0.120329574
157,train_real_centroid,0.17438899
158,train_real_centroid,0.110309824
159,train_real_centroid,0.11061846
160,train_real_centroid,0.107792355
161,train_real_centroid,0.12623364
162,train_real_centroid,0.11374168
163,train_real_centroid,0.10191525
164,train_real_centroid,0.1754165
165,train_real_centroid,0.08524798
166,train_real_centroid,0.15475488
167,train_real_centroid,0.11266973
168,train_real_centroid,0.18930577
169,train_real_centroid,0.12590504
170,train_real_centroid,0.2355303
171,train_real_centroid,0.1205504
172,train_real_centroid,0.17420772
173,train_real_centroid,0.19689125
174,train_real_centroid,0.1024228
175,train_real_centroid,0.0952698
176,train_real_centroid,0.10789352
177,train_real_centroid,0.10983232
178,train_real_centroid,0.11164186
179,train_real_centroid,0.16562252
180,train_real_centroid,0.21802525
181,train_real_centroid,0.12397469
182,train_real_centroid,0.12244217
183,train_real_centroid,0.16414766
184,train_real_centroid,0.09433214
185,train_real_centroid,0.14052266
186,train_real_centroid,0.12099388
187,train_real_centroid,0.10324479
188,train_real_centroid,0.28686756
189,train_real_centroid,0.103056945
190,train_real_centroid,0.103629135
191,train_real_centroid,0.11207324
192,train_real_centroid,0.10422614
193,train_real_centroid,0.11426301
194,train_real_centroid,0.14895
195,train_real_centroid,0.09956467
196,train_real_centroid,0.09540164
197,train_real_centroid,0.14867784
198,train_real_centroid,0.11064874
199,train_real_centroid,0.15053718
200,train_real_centroid,0.10923983
201,train_real_centroid,0.1154084
202,train_real_centroid,0.3097492
203,train_real_centroid,0.14611945
204,train_real_centroid,0.09417739
205,train_real_centroid,0.11728534
206,train_real_centroid,0.100865036
207,train_real_centroid,0.12721486
208,train_real_centroid,0.10841031
209,train_real_centroid,0.13700728
210,train_real_centroid,0.2625189
211,train_real_centroid,0.2755416
212,train_real_centroid,0.25922236
213,train_real_centroid,0.14577435
214,train_real_centroid,0.12658784
215,train_real_centroid,0.11357234
216,train_real_centroid,0.113192916
217,train_real_centroid,0.26299378
218,train_real_centroid,0.16509484
219,train_real_centroid,0.09829676
220,train_real_centroid,0.10077018
221,train_real_centroid,0.10889456
222,train_real_centroid,0.116345994
223,train_real_centroid,0.07766266
224,train_real_centroid,0.14000833
225,train_real_centroid,0.094380446
226,train_real_centroid,0.1461687
227,train_real_centroid,0.10354014
228,train_real_centroid,0.16782796
229,train_real_centroid,0.14029592
230,train_real_centroid,0.13058732
231,train_real_centroid,0.11271088
232,train_real_centroid,0.13332777
233,train_real_centroid,0.10225824
234,train_real_centroid,0.15373996
235,train_real_centroid,0.28172928
236,train_real_centroid,0.1156621
237,train_real_centroid,0.18171763
238,train_real_centroid,0.10655419
239,train_real_centroid,0.15421975
240,train_real_centroid,0.12505174
241,train_real_centroid,0.11306207
242,train_real_centroid,0.105381645
243,train_real_centroid,0.10615299
244,train_real_centroid,0.12691781
245,train_real_centroid,0.094155066
246,train_real_centroid,0.090451345
247,train_real_centroid,0.097810626
248,train_real_centroid,0.27987805
249,train_real_centroid,0.21077727
250,train_real_centroid,0.26132497
251,train_real_centroid,0.14403868
252,train_real_centroid,0.19981128
253,train_real_centroid,0.13375841
254,train_real_centroid,0.1404211
255,train_real_centroid,0.12261432
256,train_real_centroid,0.1373467
257,train_real_centroid,0.08864949
258,train_real_centroid,0.09654523
259,train_real_centroid,0.14637542
260,train_real_centroid,0.121247955
261,train_real_centroid,0.11939029
262,train_real_centroid,0.25473806
263,train_real_centroid,0.098904036
264,train_real_centroid,0.111636594
265,train_real_centroid,0.1494019
266,train_real_centroid,0.10111577
267,train_real_centroid,0.114850275
268,train_real_centroid,0.09815954
269,train_real_centroid,0.16231202
270,train_real_centroid,0.17238785
271,train_real_centroid,0.10756056
272,train_real_centroid,0.10980395
273,train_real_centroid,0.10142009
274,train_real_centroid,0.19922528
275,train_real_centroid,0.11482759
276,train_real_centroid,0.11878247
277,train_real_centroid,0.2847939
278,train_real_centroid,0.114767484
279,train_real_centroid,0.09879399
280,train_real_centroid,0.14985618
281,train_real_centroid,0.13837966
282,train_real_centroid,0.08797006
283,train_real_centroid,0.2603267
284,train_real_centroid,0.30276072
285,train_real_centroid,0.2157368
286,train_real_centroid,0.13827765
287,train_real_centroid,0.21611327
288,train_real_centroid,0.13024439
289,train_real_centroid,0.21794769
290,train_real_centroid,0.13245018
291,train_real_centroid,0.16208382
292,train_real_centroid,0.11808036
293,train_real_centroid,0.10789389
294,train_real_centroid,0.13764855
295,train_real_centroid,0.10574409
296,train_real_centroid,0.088317096
297,train_real_centroid,0.15750486
298,train_real_centroid,0.10333998
299,train_real_centroid,0.099337846
300,train_real_centroid,0.09302565
301,train_real_centroid,0.1352333
302,train_real_centroid,0.1477182
303,train_real_centroid,0.13563685
304,train_real_centroid,0.13095783
305,train_real_centroid,0.122348025
306,train_real_centroid,0.13279058
307,train_real_centroid,0.109972686
308,train_real_centroid,0.08582734
309,train_real_centroid,0.104504064
310,train_real_centroid,0.10084556
311,train_real_centroid,0.08018392
312,train_real_centroid,0.19556054
313,train_real_centroid,0.079092756
314,train_real_centroid,0.12769629
315,train_real_centroid,0.3206481
316,train_real_centroid,0.23011999
317,train_real_centroid,0.13762544
318,train_real_centroid,0.11123081
319,train_real_centroid,0.092846364
320,train_real_centroid,0.19177248
321,train_real_centroid,0.1534665
322,train_real_centroid,0.16205497
323,train_real_centroid,0.10203747
324,train_real_centroid,0.11213971
325,train_real_centroid,0.092915125
326,train_real_centroid,0.1110322
327,train_real_centroid,0.20578316
328,train_real_centroid,0.16633758
329,train_real_centroid,0.17135747
330,train_real_centroid,0.091723315
331,train_real_centroid,0.19293311
332,train_real_centroid,0.10960643
333,train_real_centroid,0.11529191
334,train_real_centroid,0.116870314
335,train_real_centroid,0.15724763
336,train_real_centroid,0.16771582
337,train_real_centroid,0.3337513
338,train_real_centroid,0.10100403
339,train_real_centroid,0.10245618
340,train_real_centroid,0.21004052
341,train_real_centroid,0.09424816
342,train_real_centroid,0.12106898
343,train_real_centroid,0.19926584
344,train_real_centroid,0.124589495
345,train_real_centroid,0.09872679
346,train_real_centroid,0.2032014
347,train_real_centroid,0.14070985
348,train_real_centroid,0.11056924
349,train_real_centroid,0.12003975
350,train_real_centroid,0.089939535
351,train_real_centroid,0.11303095
352,train_real_centroid,0.1720479
353,train_real_centroid,0.124379665
354,train_real_centroid,0.14737861
355,train_real_centroid,0.23555808
356,train_real_centroid,0.27131924
357,train_real_centroid,0.15777317
358,train_real_centroid,0.101745576
359,train_real_centroid,0.08808588
360,train_real_centroid,0.12035318
361,train_real_centroid,0.09762194
362,train_real_centroid,0.18011506
363,train_real_centroid,0.11033333
364,train_real_centroid,0.11566755
365,train_real_centroid,0.088803366
366,train_real_centroid,0.14494865
367,train_real_centroid,0.11856023
368,train_real_centroid,0.09563234
369,train_real_centroid,0.084004976
370,train_real_centroid,0.14783783
371,train_real_centroid,0.098037384
372,train_real_centroid,0.13144535
373,train_real_centroid,0.13186657
374,train_real_centroid,0.12208345
375,train_real_centroid,0.15295193
376,train_real_centroid,0.11357129
377,train_real_centroid,0.12871537
378,train_real_centroid,0.13824338
379,train_real_centroid,0.103152774
380,train_real_centroid,0.09797101
381,train_real_centroid,0.3168235
382,train_real_centroid,0.12187127
383,train_real_centroid,0.10002268
384,train_real_centroid,0.12280542
385,train_real_centroid,0.17141947
386,train_real_centroid,0.092745885
387,train_real_centroid,0.27007362
388,train_real_centroid,0.1317915
389,train_real_centroid,0.12241026
390,train_real_centroid,0.08928956
391,train_real_centroid,0.1225565
392,train_real_centroid,0.19902943
393,train_real_centroid,0.17809884
394,train_real_centroid,0.094441764
395,train_real_centroid,0.1267541
396,train_real_centroid,0.12368575
397,train_real_centroid,0.20868498
398,train_real_centroid,0.16897927
399,train_real_centroid,0.15745468
400,train_real_centroid,0.19588496
401,train_real_centroid,0.09918788
402,train_real_centroid,0.29300842
403,train_real_centroid,0.121312216
404,train_real_centroid,0.21238776
405,train_real_centroid,0.2663583
406,train_real_centroid,0.13098708
407,train_real_centroid,0.08985156
408,train_real_centroid,0.13959597
409,train_real_centroid,0.2191102
410,train_real_centroid,0.16023104
411,train_real_centroid,0.090678
412,train_real_centroid,0.19434491
413,train_real_centroid,0.1137375
414,train_real_centroid,0.14736235
415,train_real_centroid,0.87837565
416,train_real_centroid,0.14918087
417,train_real_centroid,0.20214121
418,train_real_centroid,0.102034844
419,train_real_centroid,0.101678185
420,train_real_centroid,0.11555955
421,train_real_centroid,0.15794414
422,train_real_centroid,0.119945124
423,train_real_centroid,0.08622375
424,train_real_centroid,0.109851524
425,train_real_centroid,0.10795592
426,train_real_centroid,0.37545615
427,train_real_centroid,0.12186649
428,train_real_centroid,0.20957983
429,train_real_centroid,0.17836088
430,train_real_centroid,0.10097632
431,train_real_centroid,0.17931141
432,train_real_centroid,0.116360076
433,train_real_centroid,0.3554729
434,train_real_centroid,0.22928314
435,train_real_centroid,0.116970494
436,train_real_centroid,0.12999864
437,train_real_centroid,0.1963895
438,train_real_centroid,0.10830649
439,train_real_centroid,0.09875521
440,train_real_centroid,0.11927354
441,train_real_centroid,0.11434668
442,train_real_centroid,0.1659732
443,train_real_centroid,0.15630014
444,train_real_centroid,0.20809564
445,train_real_centroid,0.14638515
446,train_real_centroid,0.15056455
447,train_real_centroid,0.4242227
448,train_real_centroid,0.2817377
449,train_real_centroid,0.25310782
450,train_real_centroid,0.30410057
451,train_real_centroid,0.2973249
452,train_real_centroid,0.10966303
453,train_real_centroid,0.112287074
454,train_real_centroid,0.0998994
455,train_real_centroid,0.19558188
456,train_real_centroid,0.11939819
457,train_real_centroid,0.10769867
458,train_real_centroid,0.2136861
459,train_real_centroid,0.13804856
460,train_real_centroid,0.2359861
461,train_real_centroid,0.13954094
462,train_real_centroid,0.2136852
463,train_real_centroid,0.119845405
464,train_real_centroid,0.14266989
465,train_real_centroid,0.19129391
466,train_real_centroid,0.13372202
467,train_real_centroid,0.13730995
468,train_real_centroid,0.10411859
469,train_real_centroid,0.35522652
470,train_real_centroid,0.23876305
471,train_real_centroid,0.10679687
472,train_real_centroid,0.11397045
473,train_real_centroid,0.15501726
474,train_real_centroid,0.099341184
475,train_real_centroid,0.21250248
476,train_real_centroid,0.08280714
477,train_real_centroid,0.1507164
478,train_real_centroid,0.11303377
479,train_real_centroid,0.203493
480,train_real_centroid,0.1377746
481,train_real_centroid,0.22818992
482,train_real_centroid,0.18436056
483,train_real_centroid,0.11662669
484,train_real_centroid,0.13030408
485,train_real_centroid,0.20837866
486,train_real_centroid,0.122506715
487,train_real_centroid,0.110113576
488,train_real_centroid,0.09507782
489,train_real_centroid,0.15359089
490,train_real_centroid,0.12581542
491,train_real_centroid,0.10708506
492,train_real_centroid,0.21901238
493,train_real_centroid,0.08727499
494,train_real_centroid,0.11994773
495,train_real_centroid,0.31217468
496,train_real_centroid,0.12218098
497,train_real_centroid,0.09159762
498,train_real_centroid,0.2149222
499,train_real_centroid,0.107897565
500,train_real_centroid,0.15829174
501,train_real_centroid,0.21160175
502,train_real_centroid,0.12305493
503,train_real_centroid,0.09446604
504,train_real_centroid,0.13037722
505,train_real_centroid,0.19007854
506,train_real_centroid,0.16517888
507,train_real_centroid,0.20199998
508,train_real_centroid,0.1195825
509,train_real_centroid,0.13157159
510,train_real_centroid,0.23119175
511,train_real_centroid,0.13220888
512,train_real_centroid,0.09669106
513,train_real_centroid,0.09750964
514,train_real_centroid,0.1653714
515,train_real_centroid,0.08895852
516,train_real_centroid,0.08807661
517,train_real_centroid,0.13209757
518,train_real_centroid,0.114833765
519,train_real_centroid,0.24691157
520,train_real_centroid,0.22105198
521,train_real_centroid,0.12826468
522,train_real_centroid,0.09874242
523,train_real_centroid,0.14119741
524,train_real_centroid,0.117818534
525,train_real_centroid,0.13360804
526,train_real_centroid,0.25763416
527,train_real_centroid,0.15718623
528,train_real_centroid,0.1284978
529,train_real_centroid,0.19088143
530,train_real_centroid,0.14552197
531,train_real_centroid,0.21542409
532,train_real_centroid,0.10487705
533,train_real_centroid,0.088796295
534,train_real_centroid,0.103943884
535,train_real_centroid,0.22111005
536,train_real_centroid,0.1160572
537,train_real_centroid,0.3361991
538,train_real_centroid,0.17955881
539,train_real_centroid,0.12750581
540,train_real_centroid,0.3498365
541,train_real_centroid,0.14226669
542,train_real_centroid,0.10891044
543,train_real_centroid,0.10080428
544,train_real_centroid,0.10253523
545,train_real_centroid,0.14582036
546,train_real_centroid,0.110696025
547,train_real_centroid,0.106133655
548,train_real_centroid,0.17681071
549,train_real_centroid,0.15810007
550,train_real_centroid,0.1242343
551,train_real_centroid,0.09314603
552,train_real_centroid,0.13620213
553,train_real_centroid,0.16004902
554,train_real_centroid,0.11469793
555,train_real_centroid,0.16489485
556,train_real_centroid,0.20634483
557,train_real_centroid,0.09287204
558,train_real_centroid,0.12508819
559,train_real_centroid,0.078458294
560,train_real_centroid,0.1138
561,train_real_centroid,0.09273978
562,train_real_centroid,0.10698296
563,train_real_centroid,0.08069982
564,train_real_centroid,0.090429895
565,train_real_centroid,0.096097164
566,train_real_centroid,0.21970567
567,train_real_centroid,0.6465285
568,train_real_centroid,0.10104408
569,train_real_centroid,0.12620504
570,train_real_centroid,0.13766229
571,train_real_centroid,0.08839022
572,train_real_centroid,0.114287384
573,train_real_centroid,0.16948722
574,train_real_centroid,0.11154499
575,train_real_centroid,0.11785367
576,train_real_centroid,0.18333949
577,train_real_centroid,0.11933135
578,train_real_centroid,0.12889394
579,train_real_centroid,0.097679846
580,train_real_centroid,0.24019425
581,train_real_centroid,0.116395004
582,train_real_centroid,0.106214434
583,train_real_centroid,0.098464556
584,train_real_centroid,0.08903377
585,train_real_centroid,0.67145276
586,train_real_centroid,0.17725419
587,train_real_centroid,0.1422856
588,train_real_centroid,0.11768564
589,train_real_centroid,0.15150645
590,train_real_centroid,0.19418721
591,train_real_centroid,0.12760875
592,train_real_centroid,0.11663883
593,train_real_centroid,0.49684262
594,train_real_centroid,0.12617002
595,train_real_centroid,0.169445
596,train_real_centroid,0.11432018
597,train_real_centroid,0.1106518
598,train_real_centroid,0.10554716
599,train_real_centroid,0.13716568
600,train_real_centroid,0.12820153
601,train_real_centroid,0.1680099
602,train_real_centroid,0.09526117
603,train_real_centroid,0.18166894
604,train_real_centroid,0.16789228
605,train_real_centroid,0.11469668
606,train_real_centroid,0.112222575
607,train_real_centroid,0.17356679
608,train_real_centroid,0.14344475
609,train_real_centroid,0.31195652
610,train_real_centroid,0.09861118
611,train_real_centroid,0.20412584
612,train_real_centroid,0.10426338
613,train_real_centroid,0.118684016
614,train_real_centroid,0.19400558
615,train_real_centroid,0.10751213
616,train_real_centroid,0.10540923
617,train_real_centroid,0.11631854
618,train_real_centroid,0.29837826
619,train_real_centroid,0.11542472
620,train_real_centroid,0.1179638
621,train_real_centroid,0.11961732
622,train_real_centroid,0.11463558
623,train_real_centroid,0.12237945
624,train_real_centroid,0.11229831
625,train_real_centroid,0.11983777
626,train_real_centroid,0.14563046
627,train_real_centroid,0.15173547
628,train_real_centroid,0.16502915
629,train_real_centroid,0.118534654
630,train_real_centroid,0.17813073
631,train_real_centroid,0.23593475
632,train_real_centroid,0.100575686
633,train_real_centroid,0.1003833
634,train_real_centroid,0.12772603
635,train_real_centroid,0.12378007
636,train_real_centroid,0.17562324
637,train_real_centroid,0.13578396
638,train_real_centroid,0.15642466
639,train_real_centroid,0.21325515
640,train_real_centroid,0.14467466
641,train_real_centroid,0.11774136
642,train_real_centroid,0.12726124
643,train_real_centroid,0.122248724
644,train_real_centroid,0.4417143
645,train_real_centroid,0.20514494
646,train_real_centroid,0.16583593
647,train_real_centroid,0.12629238
648,train_real_centroid,0.14613084
649,train_real_centroid,0.16686848
650,train_real_centroid,0.14879231
651,train_real_centroid,0.10045603
652,train_real_centroid,0.13189803
653,train_real_centroid,0.22567329
654,train_real_centroid,0.083484426
655,train_real_centroid,0.11600063
656,train_real_centroid,0.23951247
657,train_real_centroid,0.122742005
658,train_real_centroid,0.11757177
659,train_real_centroid,0.17171484
660,train_real_centroid,0.13906366
661,train_real_centroid,0.19416118
662,train_real_centroid,0.08774836
663,train_real_centroid,0.110203154
664,train_real_centroid,0.109564036
665,train_real_centroid,0.17767036
666,train_real_centroid,0.18303302
667,train_real_centroid,0.12038858
668,train_real_centroid,0.08976032
669,train_real_centroid,0.11493281
670,train_real_centroid,0.14089978
671,train_real_centroid,0.12238121
672,train_real_centroid,0.12215697
673,train_real_centroid,0.115222506
674,train_real_centroid,0.092194155
675,train_real_centroid,0.10572488
676,train_real_centroid,0.15660438
677,train_real_centroid,0.11804582
678,train_real_centroid,0.120591365
679,train_real_centroid,0.13781573
680,train_real_centroid,0.21200171
681,train_real_centroid,0.18634151
682,train_real_centroid,0.13669117
683,train_real_centroid,0.30093563
684,train_real_centroid,0.17178884
685,train_real_centroid,0.09180474
686,train_real_centroid,0.11574826
687,train_real_centroid,0.105454735
688,train_real_centroid,0.19178428
689,train_real_centroid,0.10344271
690,train_real_centroid,0.08985771
691,train_real_centroid,0.14899647
692,train_real_centroid,0.104867145
693,train_real_centroid,0.123657204
694,train_real_centroid,0.1025368
695,train_real_centroid,0.121573
696,train_real_centroid,0.09104213
697,train_real_centroid,0.1528212
698,train_real_centroid,0.14191262
699,train_real_centroid,0.18524003
700,train_real_centroid,0.1425047
701,train_real_centroid,0.13646536
702,train_real_centroid,0.121970505
703,train_real_centroid,0.29949236
704,train_real_centroid,0.12662342
705,train_real_centroid,0.20392275
706,train_real_centroid,0.082533315
707,train_real_centroid,0.1480974
708,train_real_centroid,0.16061348
709,train_real_centroid,0.10131512
710,train_real_centroid,0.113471754
711,train_real_centroid,0.133609
712,train_real_centroid,0.13947994
713,train_real_centroid,0.10687932
714,train_real_centroid,0.12047627
715,train_real_centroid,0.1060597
716,train_real_centroid,0.102637544
717,train_real_centroid,0.106829494
718,train_real_centroid,0.27793372
719,train_real_centroid,0.13293068
720,train_real_centroid,0.12904108
721,train_real_centroid,0.18089378
722,train_real_centroid,0.115736015
723,train_real_centroid,0.16167517
724,train_real_centroid,0.15764445
725,train_real_centroid,0.18861832
726,train_real_centroid,0.13908081
727,train_real_centroid,0.09704667
728,train_real_centroid,0.14159518
729,train_real_centroid,0.10810719
730,train_real_centroid,0.121366695
731,train_real_centroid,0.1011121
732,train_real_centroid,0.096474886
733,train_real_centroid,0.112748824
734,train_real_centroid,0.10619706
735,train_real_centroid,0.1267379
736,train_real_centroid,0.102614336
737,train_real_centroid,0.09891062
738,train_real_centroid,0.11324731
739,train_real_centroid,0.098492615
740,train_real_centroid,0.18911362
741,train_real_centroid,0.10363852
742,train_real_centroid,0.10501658
743,train_real_centroid,0.396814
744,train_real_centroid,0.16138348
745,train_real_centroid,0.17562996
746,train_real_centroid,0.09284525
747,train_real_centroid,0.09315576
748,train_real_centroid,0.17122163
749,train_real_centroid,0.13812774
750,train_real_centroid,0.12892562
751,train_real_centroid,0.15188675
752,train_real_centroid,0.1680541
753,train_real_centroid,0.0799928
754,train_real_centroid,0.16283607
755,train_real_centroid,0.11788071
756,train_real_centroid,0.12436477
757,train_real_centroid,0.12713143
758,train_real_centroid,0.094018675
759,train_real_centroid,0.10497034
760,train_real_centroid,0.3453878
761,train_real_centroid,0.12848175
762,train_real_centroid,0.116439655
763,train_real_centroid,0.080702335
764,train_real_centroid,0.123707026
765,train_real_centroid,0.12256827
766,train_real_centroid,0.24235141
767,train_real_centroid,0.10364552
768,train_real_centroid,0.15363571
769,train_real_centroid,0.13128498
770,train_real_centroid,0.1110013
771,train_real_centroid,0.39555103
772,train_real_centroid,0.11012468
773,train_real_centroid,0.15977466
774,train_real_centroid,0.12583274
775,train_real_centroid,0.12021242
776,train_real_centroid,0.14063784
777,train_real_centroid,0.5292316
778,train_real_centroid,0.09251824
779,train_real_centroid,0.1995064
780,train_real_centroid,0.11559099
781,train_real_centroid,0.2547128
782,train_real_centroid,0.13570389
783,train_real_centroid,0.26898462
784,train_real_centroid,0.09149053
785,train_real_centroid,0.1604411
786,train_real_centroid,0.13310638
787,train_real_centroid,0.111199886
788,train_real_centroid,0.11588984
789,train_real_centroid,0.2538388
790,train_real_centroid,0.13632333
791,train_real_centroid,0.0957589
792,train_real_centroid,0.12247073
793,train_real_centroid,0.10228888
794,train_real_centroid,0.09809277
795,train_real_centroid,0.20048499
796,train_real_centroid,0.12769961
797,train_real_centroid,0.17073278
798,train_real_centroid,0.10123929
799,train_real_centroid,0.16150698
800,train_real_centroid,0.0949824
801,train_real_centroid,0.1316119
802,train_real_centroid,0.12985246
803,train_real_centroid,0.107239075
804,train_real_centroid,0.14284454
805,train_real_centroid,0.1701145
806,train_real_centroid,0.21304964
807,train_real_centroid,0.11681592
808,train_real_centroid,0.23050755
809,train_real_centroid,0.10705212
810,train_real_centroid,0.19259585
811,train_real_centroid,0.3988099
812,train_real_centroid,0.08015195
813,train_real_centroid,0.21837202
814,train_real_centroid,0.15930165
815,train_real_centroid,0.11890783
816,train_real_centroid,0.10343716
817,train_real_centroid,0.0953733
818,train_real_centroid,0.09432246
819,train_real_centroid,0.13823666
820,train_real_centroid,0.1192946
821,train_real_centroid,0.25051215
822,train_real_centroid,0.3200523
823,train_real_centroid,0.14207444
824,train_real_centroid,0.10149217
825,train_real_centroid,0.12608965
826,train_real_centroid,0.3434606
827,train_real_centroid,0.10391577
828,train_real_centroid,0.08904719
829,train_real_centroid,0.10372553
830,train_real_centroid,0.105517566
831,train_real_centroid,0.18690671
832,train_real_centroid,0.106559396
833,train_real_centroid,0.13430786
834,train_real_centroid,0.22508635
835,train_real_centroid,0.103826866
836,train_real_centroid,0.16539153
837,train_real_centroid,0.13478898
838,train_real_centroid,0.101752065
839,train_real_centroid,0.15263979
840,train_real_centroid,0.09958219
841,train_real_centroid,0.121002816
842,train_real_centroid,0.122085914
843,train_real_centroid,0.09528737
844,train_real_centroid,0.09972881
845,train_real_centroid,0.16360201
846,train_real_centroid,0.16077454
847,train_real_centroid,0.1006629
848,train_real_centroid,0.13057299
849,train_real_centroid,0.18443878
850,train_real_centroid,0.1952556
851,train_real_centroid,0.100991435
852,train_real_centroid,0.1455234
853,train_real_centroid,0.099264435
854,train_real_centroid,0.09723086
855,train_real_centroid,0.10798215
856,train_real_centroid,0.24519253
857,train_real_centroid,0.15956353
858,train_real_centroid,0.08421142
859,train_real_centroid,0.10598554
860,train_real_centroid,0.1279538
861,train_real_centroid,0.114263296
862,train_real_centroid,0.10495471
863,train_real_centroid,0.14121851
864,train_real_centroid,0.1125743
865,train_real_centroid,0.23812592
866,train_real_centroid,0.09380383
867,train_real_centroid,0.0995332
868,train_real_centroid,0.12387613
869,train_real_centroid,0.0985328
870,train_real_centroid,0.13826612
871,train_real_centroid,0.0868544
872,train_real_centroid,0.109723
