sample_idx,centroid_type,similarity,LR,LogLR,class
59,train_real_centroid,0.983517,36452.830602468595,4.56173125740852,real_real
60,train_real_centroid,0.9696686,19258.433907776627,4.2846209674788245,real_real
61,train_real_centroid,0.9905978,46699.69093890147,4.669314006391084,real_real
62,train_real_centroid,0.90755403,566.8535842222486,2.753470897030777,real_real
63,train_real_centroid,0.9602033,11372.39368214806,4.055851885403311,real_real
64,train_real_centroid,0.903263,472.43135799686166,2.6743387165304227,real_real
65,train_real_centroid,0.97382355,23773.771588110478,4.376098085807647,real_real
66,train_real_centroid,0.8525266,236.09261967372876,2.373082411114847,real_real
67,train_real_centroid,0.9683902,18002.229551986482,4.255326295223425,real_real
68,train_real_centroid,0.94285375,3930.422746647276,3.5944392645388374,real_real
69,train_real_centroid,0.95771104,9808.154183573646,3.991587284310241,real_real
70,train_real_centroid,0.95368874,7690.589815866788,3.885959648507986,real_real
71,train_real_centroid,0.8067076,636.3014425194572,2.803662907799371,real_real
72,train_real_centroid,0.9629635,13334.736867282041,4.1249844502310005,real_real
73,train_real_centroid,0.9494373,5916.177171945623,3.7720411713502413,real_real
74,train_real_centroid,0.9284963,1659.2321136170242,3.2199071446812364,real_real
75,train_real_centroid,0.9686723,18272.553881523665,4.261799251191605,real_real
76,train_real_centroid,0.7448759,382.07128435060224,2.5821443982832415,real_real
77,train_real_centroid,0.97532743,25548.910433522942,4.407372383813257,real_real
78,train_real_centroid,0.8647318,222.72976555768116,2.347778259933146,real_real
79,train_real_centroid,0.92681855,1508.2232184729899,3.1784656222876873,real_real
80,train_real_centroid,0.9689857,18585.10180571696,4.269164944422329,real_real
81,train_real_centroid,0.30002287,0.27799580125013307,-0.5559617634620271,real_real
82,train_real_centroid,0.98348796,36409.029119918254,4.561209098228537,real_real
83,train_real_centroid,0.8497426,242.0831162457759,2.3839645012261785,real_real
84,train_real_centroid,0.9326601,2114.885783223373,3.3252869177842252,real_real
85,train_real_centroid,0.88535523,269.5082507933675,2.4305720653267673,real_real
86,train_real_centroid,0.8594173,225.89951099607447,2.3539152908055496,real_real
87,train_real_centroid,0.8584819,226.89345242733322,2.355821963422583,real_real
88,train_real_centroid,0.94300956,3968.492098549258,3.598625519942178,real_real
89,train_real_centroid,0.9709871,20621.06877613864,4.314311170722015,real_real
90,train_real_centroid,0.8046919,686.1679182842723,2.8364304087976517,real_real
91,train_real_centroid,0.95782274,9875.103390617813,3.994541651310117,real_real
92,train_real_centroid,0.94360554,4118.915018205246,3.614782831649242,real_real
93,train_real_centroid,0.92774767,1589.8029909395707,3.2013433096984873,real_real
94,train_real_centroid,0.9806487,32434.340681320184,4.5110050741060865,real_real
95,train_real_centroid,0.82940847,330.0139282138528,2.5185322696317347,real_real
96,train_real_centroid,0.9746927,24804.452418635712,4.394529644023289,real_real
97,train_real_centroid,0.83388036,301.96435097838685,2.479955674456403,real_real
98,train_real_centroid,0.9640762,14203.606650782842,4.152398636611844,real_real
99,train_real_centroid,0.9223657,1178.8858631950793,3.0714717598159926,real_real
100,train_real_centroid,0.7401114,289.9275881580232,2.4622895427600713,real_real
101,train_real_centroid,0.9553626,8513.735712821906,3.9301201644875157,real_real
102,train_real_centroid,0.9143765,779.9063874716371,2.8920424772490048,real_real
103,train_real_centroid,0.92025197,1052.830648621289,3.0223585190637277,real_real
104,train_real_centroid,0.94646406,4918.303115449809,3.6918152908342994,real_real
105,train_real_centroid,0.967907,17547.686786050865,4.244219873949015,real_real
106,train_real_centroid,0.94579583,4719.598021132222,3.6739050103632245,real_real
107,train_real_centroid,0.92681026,1507.5147685581549,3.1782615754535786,real_real
108,train_real_centroid,0.8541832,233.04001239542214,2.3674304947197795,real_real
109,train_real_centroid,0.84915715,243.4869551118585,2.386475698714124,real_real
110,train_real_centroid,0.9257864,1423.1602193361628,3.1532537956968296,real_real
111,train_real_centroid,0.94378257,4163.799941224543,3.619489854721909,real_real
112,train_real_centroid,0.95352316,7613.912710905514,3.8816078935724687,real_real
113,train_real_centroid,0.73120946,178.8086641940236,2.252388558757938,real_real
114,train_real_centroid,0.8334047,304.6557113320872,2.483809324186271,real_real
115,train_real_centroid,0.9577974,9859.83729107717,3.9938697481896503,real_real
116,train_real_centroid,0.9681083,17741.926078548895,4.2490007654325215,real_real
117,train_real_centroid,0.92832047,1642.6180897455315,3.2155366012950233,real_real
118,train_real_centroid,0.9616217,12347.50566982854,4.09157923425652,real_real
119,train_real_centroid,0.7191069,96.29622009885195,1.9836092401626564,real_real
120,train_real_centroid,0.9355095,2507.1766714420887,3.3991849381580557,real_real
121,train_real_centroid,0.9840846,37246.13101029427,4.5710811665300195,real_real
122,train_real_centroid,0.9232102,1234.24322543556,3.091400752124886,real_real
123,train_real_centroid,0.9644835,14536.213476864868,4.1624512923368275,real_real
124,train_real_centroid,0.96691626,16636.818079958048,4.221070267720555,real_real
125,train_real_centroid,0.93627435,2625.4629706361548,3.419205897404339,real_real
126,train_real_centroid,0.9144554,782.9289329242727,2.893722342594894,real_real
127,train_real_centroid,0.8818825,252.43016501394982,2.402141251191467,real_real
128,train_real_centroid,0.90420896,491.15371360651903,2.691217432089849,real_real
129,train_real_centroid,0.96093607,11863.819636010548,4.07422453555229,real_real
130,train_real_centroid,0.77140105,1643.396258849364,3.2157422939781632,real_real
131,train_real_centroid,0.9536637,7679.10536475607,3.885310626570374,real_real
132,train_real_centroid,0.8597804,225.539493526917,2.3532226008437886,real_real
133,train_real_centroid,0.97497314,25128.98297264949,4.400174912058384,real_real
134,train_real_centroid,0.858646,226.70525623145863,2.355461589495087,real_real
135,train_real_centroid,0.94981426,6055.742811570704,3.7821674223230133,real_real
136,train_real_centroid,0.93213683,2050.5263431484705,3.311865353048291,real_real
137,train_real_centroid,0.9435448,4103.687930633106,3.6131743269680032,real_real
138,train_real_centroid,0.96322924,13539.119169990016,4.131590410873777,real_real
139,train_real_centroid,0.7126895,69.74345443211642,1.8435034544201094,real_real
140,train_real_centroid,0.9216084,1131.7411892937314,3.053747122159109,real_real
141,train_real_centroid,0.662503,13.365994154476347,1.1260012668520751,real_real
142,train_real_centroid,0.94237655,3816.8286405922267,3.581702662407633,real_real
143,train_real_centroid,0.3848268,0.7268677713930161,-0.13854458690905522,real_real
144,train_real_centroid,0.97692364,27544.56516728627,4.440035920766747,real_real
145,train_real_centroid,0.9713098,20975.228795633146,4.321706706766007,real_real
146,train_real_centroid,0.9766585,27195.04869121938,4.434489840731957,real_real
147,train_real_centroid,0.93772805,2867.8434336783844,3.4575554378794546,real_real
148,train_real_centroid,0.7977542,907.8798594904905,2.9580283817672837,real_real
149,train_real_centroid,0.9775186,28281.236142181573,4.451498388080858,real_real
150,train_real_centroid,0.9657761,15626.91606065644,4.193873279363492,real_real
151,train_real_centroid,0.9626405,13095.242419780112,4.117113542516754,real_real
152,train_real_centroid,0.92078054,1082.7748284564188,3.0345381510608394,real_real
153,train_real_centroid,0.8147278,484.570656903913,2.6853571119670954,real_real
154,train_real_centroid,0.23661928,0.01616822821520067,-1.7913375693651643,real_real
155,train_real_centroid,0.7269064,143.0840327729551,2.155591172086098,real_real
156,train_real_centroid,0.95626366,8990.661663352485,3.9537916545995984,real_real
157,train_real_centroid,0.9752539,25460.010810582477,4.40585858372358,real_real
158,train_real_centroid,0.98599684,40023.29845883345,4.6023128774895925,real_real
159,train_real_centroid,0.93067175,1881.6559080480206,3.2745402084117927,real_real
160,train_real_centroid,0.74625385,414.9065797878195,2.6179503221340674,real_real
161,train_real_centroid,0.9703518,19967.999224969728,4.300334551145791,real_real
162,train_real_centroid,0.8631421,223.2073094663451,2.348708412527732,real_real
163,train_real_centroid,0.9348145,2404.6348768179028,3.3810491418236084,real_real
164,train_real_centroid,0.9755662,25844.173295264038,4.412362644491819,real_real
165,train_real_centroid,0.9739031,23862.934812161744,4.377723854855975,real_real
166,train_real_centroid,0.2882142,0.18439867709884297,-0.7342421989588183,real_real
167,train_real_centroid,0.8711576,225.4325012826467,2.353016529767537,real_real
168,train_real_centroid,0.9253356,1387.7443359432918,3.1423094634414097,real_real
169,train_real_centroid,0.9078938,575.3979040298788,2.759968275576699,real_real
170,train_real_centroid,0.93190944,2023.1785660700102,3.306034215364211,real_real
171,train_real_centroid,0.9784545,29496.29035928863,4.469767399781683,real_real
172,train_real_centroid,0.7932267,1101.542849487525,3.0420013956620324,real_real
173,train_real_centroid,0.95858514,10331.312428691192,4.014155495220828,real_real
174,train_real_centroid,0.87052137,224.82368964751683,2.351842070870058,real_real
175,train_real_centroid,0.9764023,26870.064542155123,4.429268709613971,real_real
176,train_real_centroid,0.9122764,704.4018305211873,2.847820475892936,real_real
177,train_real_centroid,0.85443664,232.5996205774626,2.366609001960578,real_real
178,train_real_centroid,0.97057146,20187.50603130829,4.305082669426931,real_real
179,train_real_centroid,0.9156658,831.3974413075592,2.9198086835960826,real_real
180,train_real_centroid,0.7478281,456.221819777135,2.659176052493003,real_real
181,train_real_centroid,0.9559602,8829.749807856148,3.945948397959575,real_real
182,train_real_centroid,0.8659563,222.65314233793484,2.3476288287751026,real_real
183,train_real_centroid,0.82270586,386.27839972351364,2.5869004235391637,real_real
184,train_real_centroid,0.9002891,420.38370030499067,2.623645868619684,real_real
185,train_real_centroid,0.9485337,5593.209866512223,3.747661115083342,real_real
186,train_real_centroid,0.80333155,723.2908502267574,2.859312971220213,real_real
187,train_real_centroid,0.95607495,8889.945675277811,3.948899107089543,real_real
188,train_real_centroid,0.901659,443.1841622885641,2.6465842319695114,real_real
189,train_real_centroid,0.92610013,1448.362215261783,3.16087718645887,real_real
190,train_real_centroid,0.92666376,1495.064681598724,3.174659982127836,real_real
191,train_real_centroid,0.63905764,10.960694236547663,1.0398380626842236,real_real
192,train_real_centroid,0.9618699,12523.424768499217,4.09772311119624,real_real
193,train_real_centroid,0.9555883,8632.66405654008,3.936144840502298,real_real
194,train_real_centroid,0.9867317,41079.05136524942,4.613620405918559,real_real
195,train_real_centroid,0.9771464,27817.5121479237,4.444318286377004,real_real
196,train_real_centroid,0.89656454,367.63873497140304,2.565421263046201,real_real
197,train_real_centroid,0.9460798,4802.430082533619,3.681461050787063,real_real
198,train_real_centroid,0.96613485,15931.594892614634,4.202259254670578,real_real
199,train_real_centroid,0.7993544,848.9540092047185,2.928884163636629,real_real
200,train_real_centroid,0.9045654,498.4286973570245,2.6976030391587544,real_real
201,train_real_centroid,0.9501633,6190.046135056726,3.7916938858740585,real_real
202,train_real_centroid,0.9516688,6791.613236479978,3.83197294607495,real_real
203,train_real_centroid,0.929341,1741.870505740675,3.241015865520864,real_real
204,train_real_centroid,0.95202065,6940.0529570166145,3.8413627844105243,real_real
205,train_real_centroid,0.9566224,9188.258347724635,3.96323319782184,real_real
206,train_real_centroid,0.94527596,4568.044239472932,3.659730301206693,real_real
207,train_real_centroid,0.91890395,980.9237797430636,2.991635262912039,real_real
208,train_real_centroid,0.90787745,574.9838309598832,2.7596556321267895,real_real
209,train_real_centroid,0.94808525,5441.1583637159165,3.735691366135106,real_real
210,train_real_centroid,0.97474384,24868.12861841767,4.395643104880959,real_real
211,train_real_centroid,0.95058846,6353.174948367579,3.802990814734683,real_real
212,train_real_centroid,0.9639954,14139.645281609595,4.150438514540661,real_real
213,train_real_centroid,0.94181556,3685.7822243858736,3.5665296712136136,real_real
214,train_real_centroid,0.9321031,2046.4383325852841,3.3109986621396357,real_real
215,train_real_centroid,0.80374604,711.5965074221535,2.852233807861847,real_real
216,train_real_centroid,0.9637461,13946.324151276647,4.144459755195209,real_real
217,train_real_centroid,0.9532349,7478.024703121517,3.8737868954814316,real_real
218,train_real_centroid,0.9786879,29799.80887939857,4.474213478744418,real_real
219,train_real_centroid,0.9769486,27578.187789453088,4.440565724533861,real_real
220,train_real_centroid,0.9468792,5048.656369621176,3.7031758119995013,real_real
221,train_real_centroid,0.89957005,409.2313140081833,2.6119688581306315,real_real
222,train_real_centroid,0.9068459,549.4413703493665,2.7399213566462746,real_real
223,train_real_centroid,0.68636245,21.814106185836177,1.3387374228460236,real_real
224,train_real_centroid,0.93661046,2679.5826283524625,3.4280671536111056,real_real
225,train_real_centroid,0.9674204,17086.551000251504,4.232654407207228,real_real
226,train_real_centroid,0.8341709,300.3614071470544,2.4776441302635503,real_real
227,train_real_centroid,0.9593961,10841.391239201597,4.0350850173258594,real_real
228,train_real_centroid,0.9662075,15994.173533111354,4.203961803702242,real_real
229,train_real_centroid,0.9209004,1089.7036567107796,3.0373084082584283,real_real
230,train_real_centroid,0.9325506,2101.3014312802225,3.3224883563334737,real_real
231,train_real_centroid,0.8758433,233.15650798672618,2.367647542215033,real_real
232,train_real_centroid,0.83050966,322.49348505141126,2.508520945530042,real_real
233,train_real_centroid,0.9226362,1196.2855699360737,3.0778348641368716,real_real
234,train_real_centroid,0.79529727,1008.0143421487164,3.0034667113473383,real_real
235,train_real_centroid,0.92821443,1632.7019897833736,3.212906922027826,real_real
236,train_real_centroid,0.8933457,331.276534088063,2.5201906738022695,real_real
237,train_real_centroid,0.965377,15276.239477803449,4.184016457967408,real_real
238,train_real_centroid,0.9535998,7649.939729474876,3.8836580135510563,real_real
239,train_real_centroid,0.96447635,14530.223508902016,4.162272294816688,real_real
240,train_real_centroid,0.9199112,1034.0718964511188,3.014550735224551,real_real
241,train_real_centroid,0.8317996,314.2138378833735,2.497225307324118,real_real
242,train_real_centroid,0.95422006,7941.905795837599,3.899924731306239,real_real
243,train_real_centroid,0.52124697,2.560196716014695,0.4082733361702226,real_real
244,train_real_centroid,0.93948543,3193.0070042995862,3.5041998712251083,real_real
245,train_real_centroid,0.8811745,249.487029421207,2.3970479720146285,real_real
246,train_real_centroid,0.8517337,237.68831217624654,2.3760078267338205,real_real
247,train_real_centroid,0.9497485,6030.994995032652,3.780388968061302,real_real
248,train_real_centroid,0.77241266,1684.603518125863,3.22649770333703,real_real
249,train_real_centroid,0.91687447,883.6565601924074,2.9462835059695585,real_real
250,train_real_centroid,0.9684247,18034.750320374893,4.256110134165664,real_real
251,train_real_centroid,0.92628205,1463.2323810721994,3.1653133034343037,real_real
252,train_real_centroid,0.9442,4272.707707498572,3.63070318409678,real_real
253,train_real_centroid,0.5386936,1.937483865913961,0.287238094675787,real_real
254,train_real_centroid,0.9796819,31121.06042120906,4.493054386750599,real_real
255,train_real_centroid,0.9485714,5606.314974677064,3.7486774936956713,real_real
256,train_real_centroid,0.3202438,0.35043989350889676,-0.4553864603105064,real_real
257,train_real_centroid,0.8703976,224.7061394591072,2.3516149384484426,real_real
258,train_real_centroid,0.90008813,417.1643971878377,2.620307236560225,real_real
259,train_real_centroid,0.9297706,1785.6543852496466,3.251797404662353,real_real
260,train_real_centroid,0.9378665,2892.3482899416786,3.461250588516059,real_real
261,train_real_centroid,0.85233504,236.46601553970163,2.3737687335553765,real_real
262,train_real_centroid,0.97076726,20388.696329510996,4.309389457509375,real_real
263,train_real_centroid,0.901206,435.36271467235747,2.6388512324555955,real_real
264,train_real_centroid,0.9629089,13293.578404111195,4.1236419013321,real_real
265,train_real_centroid,0.96007335,11283.348895977322,4.0524380173058505,real_real
266,train_real_centroid,0.9495481,5956.628182084649,3.775000491905355,real_real
267,train_real_centroid,0.9680198,17658.953941496133,4.246964973823019,real_real
268,train_real_centroid,0.9402521,3347.65948716614,3.5247412765716453,real_real
269,train_real_centroid,0.8900473,301.4016840620046,2.4791456745771283,real_real
270,train_real_centroid,0.93697375,2739.4388946827503,3.437661617602243,real_real
271,train_real_centroid,0.9555404,8607.164744839654,3.9348601156286156,real_real
272,train_real_centroid,0.9454442,4616.322642801696,3.6642961548035684,real_real
273,train_real_centroid,0.97279626,22597.180028104638,4.354054245578948,real_real
274,train_real_centroid,0.95500857,8333.249168493332,3.920814367651155,real_real
275,train_real_centroid,0.9646219,14653.26150609834,4.16593430021594,real_real
276,train_real_centroid,0.9586095,10346.280625041672,4.014784253722615,real_real
277,train_real_centroid,0.96925366,18853.79413898528,4.275398760791929,real_real
278,train_real_centroid,0.9360291,2586.9448801071853,3.412787175326394,real_real
279,train_real_centroid,0.95782864,9878.66447871006,3.9946982352018603,real_real
280,train_real_centroid,0.9523092,7066.119739498755,3.8491809925331557,real_real
281,train_real_centroid,0.876792,235.4029861390228,2.371811967664061,real_real
282,train_real_centroid,0.9768096,27392.539308210027,4.437632293532762,real_real
283,train_real_centroid,0.90114343,434.32603737997033,2.6378158656309134,real_real
284,train_real_centroid,0.9001077,417.47336248000113,2.6206287698866557,real_real
285,train_real_centroid,0.7007976,39.08924211118165,1.5920572501170118,real_real
286,train_real_centroid,0.9064569,540.2680586800172,2.7326092922679237,real_real
287,train_real_centroid,0.97799253,28909.608513281546,4.461042210602766,real_real
288,train_real_centroid,0.9076935,570.3457180373176,2.7561381853594917,real_real
289,train_real_centroid,0.9743698,24406.53458940731,4.3875061196245335,real_real
290,train_real_centroid,0.9026178,460.31681912865866,2.663056843504271,real_real
291,train_real_centroid,0.8696683,224.0963483120693,2.3504347796906204,real_real
292,train_real_centroid,0.91398215,764.9875811046123,2.8836543848248373,real_real
293,train_real_centroid,0.97611684,26521.87696700682,4.423604256066392,real_real
294,train_real_centroid,0.973956,23922.774727418608,4.378811550689244,real_real
295,train_real_centroid,0.96781784,17460.933360680818,4.242067454865495,real_real
296,train_real_centroid,0.90202177,449.5379836099187,2.6527663932333296,real_real
297,train_real_centroid,0.8967549,369.99685605547415,2.568198033787103,real_real
298,train_real_centroid,0.9357361,2541.9339411319775,3.4051642600753302,real_real
299,train_real_centroid,0.93479323,2401.589498484985,3.3804987758485647,real_real
300,train_real_centroid,0.9767578,27324.336121064014,4.436549619022068,real_real
301,train_real_centroid,0.9765248,27023.93557888133,4.4317485969335015,real_real
302,train_real_centroid,0.714342,75.76562867131973,1.8794722311759282,real_real
303,train_real_centroid,0.97220826,21942.1383922843,4.341278949889306,real_real
304,train_real_centroid,0.9781501,29115.662952817347,4.464126683280466,real_real
305,train_real_centroid,0.9702199,19832.324460076823,4.29737361894675,real_real
306,train_real_centroid,0.6054803,7.013402867763113,0.8459287865989383,real_real
307,train_real_centroid,0.9741713,24170.94045971862,4.383293548567364,real_real
308,train_real_centroid,0.77233166,1681.6922196852445,3.2257465149319495,real_real
309,train_real_centroid,0.9213541,1116.4167616858995,3.047826348286897,real_real
310,train_real_centroid,0.9699961,19594.107727874896,4.29212549145876,real_real
311,train_real_centroid,0.7824741,1638.3006497970646,3.214393603508898,real_real
312,train_real_centroid,0.37311673,0.5306502023288511,-0.275191665844369,real_real
313,train_real_centroid,0.97908455,30340.520959627545,4.4820230335353894,real_real
314,train_real_centroid,0.8959171,359.7096245314465,2.5559520581270414,real_real
315,train_real_centroid,0.96452016,14567.012985932119,4.163370507382893,real_real
316,train_real_centroid,0.19102302,0.011287323959735779,-1.9474090100039336,real_real
317,train_real_centroid,0.9153155,817.0262165913406,2.912235992319784,real_real
318,train_real_centroid,0.92801106,1613.8983891774083,3.207876188125393,real_real
319,train_real_centroid,0.9817525,33956.60542953868,4.530924268235466,real_real
320,train_real_centroid,0.9826488,35225.50232727119,4.54685719500798,real_real
321,train_real_centroid,0.8838797,261.6526744549697,2.417725178193205,real_real
322,train_real_centroid,0.91114414,667.6388017447796,2.824541569010734,real_real
323,train_real_centroid,0.9344514,2352.888586259321,3.3716013629948227,real_real
324,train_real_centroid,0.9728403,22645.367677591297,4.354979376423379,real_real
325,train_real_centroid,0.97981864,31304.67151530386,4.495609151026761,real_real
326,train_real_centroid,0.76182,1074.4929644846936,3.031203576183462,real_real
327,train_real_centroid,0.97662663,27153.95488087151,4.433833092040997,real_real
328,train_real_centroid,0.9213686,1117.28391710168,3.0481635472988517,real_real
329,train_real_centroid,0.95052636,6329.081506404289,3.8013406885887027,real_real
330,train_real_centroid,0.8380726,280.965461725488,2.448652936617047,real_real
331,train_real_centroid,0.9467196,4997.886255217599,3.6987863679782143,real_real
332,train_real_centroid,0.948062,5433.463247763578,3.735076733815397,real_real
333,train_real_centroid,0.96305245,13402.391625200837,4.12718230410719,real_real
334,train_real_centroid,0.8510381,239.1530653243749,2.3786759517767875,real_real
335,train_real_centroid,0.92784506,1598.6765834442751,3.203760613694911,real_real
336,train_real_centroid,0.9696627,19252.52217475443,4.284487632277035,real_real
337,train_real_centroid,0.93986964,3269.3064245063297,3.5144556279023194,real_real
338,train_real_centroid,0.97414356,24138.542515677967,4.382711043867888,real_real
339,train_real_centroid,0.9244871,1323.9283400153404,3.121864478775773,real_real
340,train_real_centroid,0.9793175,30649.54164463004,4.4864239841498215,real_real
341,train_real_centroid,0.9009157,430.57105787031816,2.6340448340577165,real_real
342,train_real_centroid,0.9609606,11880.942571769147,4.074850896661986,real_real
343,train_real_centroid,0.9720113,21722.231770627674,4.336904443194709,real_real
344,train_real_centroid,0.9163286,859.5996111100361,2.9342962103410395,real_real
345,train_real_centroid,0.73831475,262.1813637015431,2.4186018180587525,real_real
346,train_real_centroid,0.8507729,239.73782579340502,2.379736562349526,real_real
347,train_real_centroid,0.73088974,175.86971332788374,2.245191055676428,real_real
348,train_real_centroid,0.96405303,14185.198681375006,4.151835423009597,real_real
349,train_real_centroid,0.7397554,284.2280120258949,2.4536668774928265,real_real
350,train_real_centroid,0.83500093,295.89587893938995,2.4711389166092785,real_real
351,train_real_centroid,0.9161937,853.7729288164185,2.931342380203185,real_real
352,train_real_centroid,0.49894214,2.7709867208393235,0.442634444555229,real_real
353,train_real_centroid,0.98077005,32596.734580146862,4.513174096238073,real_real
354,train_real_centroid,0.97197086,21677.82242298342,4.336015654380198,real_real
355,train_real_centroid,0.96759385,17247.512644006834,4.23672647199639,real_real
356,train_real_centroid,0.9619159,12556.620467802966,4.098872767611414,real_real
357,train_real_centroid,0.9453688,4594.585759418042,3.662246362183819,real_real
358,train_real_centroid,0.67347246,15.641423204401601,1.194276266735182,real_real
359,train_real_centroid,0.96075904,11741.757921733162,4.06973312234217,real_real
360,train_real_centroid,0.95395136,7812.959631041693,3.8928155803493656,real_real
361,train_real_centroid,0.9527799,7272.21558016809,3.861666744786197,real_real
362,train_real_centroid,0.9433399,4051.1104814987098,3.607574087382789,real_real
363,train_real_centroid,0.9604785,11553.610636877644,4.0627177274857456,real_real
364,train_real_centroid,0.92256963,1191.9751776389294,3.0762672115059906,real_real
365,train_real_centroid,0.86926025,223.80582950654724,2.3498713944780922,real_real
366,train_real_centroid,0.8985956,394.8613122753223,2.5964445845128807,real_real
367,train_real_centroid,0.96897453,18573.73211245968,4.268899177460559,real_real
368,train_real_centroid,0.8891269,294.26194509225587,2.468734101362059,real_real
369,train_real_centroid,0.96950954,19100.681654124535,4.2810488663756,real_real
370,train_real_centroid,0.90796864,577.3364728198593,2.7614289946094144,real_real
371,train_real_centroid,0.96278816,13203.54533726585,4.120690561029658,real_real
372,train_real_centroid,0.9517822,6838.838916051732,3.8349823743583036,real_real
373,train_real_centroid,0.95704377,9425.981769830816,3.974326595484137,real_real
374,train_real_centroid,0.9614734,12244.89680943511,4.087955129576556,real_real
375,train_real_centroid,0.91623193,855.4197156292222,2.9321792556125215,real_real
376,train_real_centroid,0.94097584,3499.6961320610103,3.5440303375222295,real_real
377,train_real_centroid,0.7680811,1467.7744667185136,3.166659328478949,real_real
378,train_real_centroid,0.89562887,356.22835391111846,2.551728484069008,real_real
379,train_real_centroid,0.9821606,34523.61272348101,4.538116236167631,real_real
380,train_real_centroid,0.9520983,6973.585052789502,3.8434561021100517,real_real
