detector,dataset,probability,label,image_path
srm,UADFV_train,0.0317912,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0023/000.png
srm,UADFV_train,0.06353279,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0046/000.png
srm,UADFV_train,0.10668812,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0036/050.png
srm,UADFV_train,0.09922231,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0041/099.png
srm,UADFV_train,0.0639515,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0008/083.png
srm,UADFV_train,0.21514769,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0034/069.png
srm,UADFV_train,0.9486832,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0012_fake/148.png
srm,UADFV_train,0.10635697,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0022/066.png
srm,UADFV_train,0.919021,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0019_fake/094.png
srm,UADFV_train,0.06389649,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0011/066.png
srm,UADFV_train,0.12174602,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0038/070.png
srm,UADFV_train,0.94223976,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0042_fake/170.png
srm,UADFV_train,0.05945895,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0016/057.png
srm,UADFV_train,0.9106418,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0016_fake/099.png
srm,UADFV_train,0.107472956,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0010/146.png
srm,UADFV_train,0.8734929,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0026_fake/022.png
srm,UADFV_train,0.9698482,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0048_fake/555.png
srm,UADFV_train,0.043087814,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0023/117.png
srm,UADFV_train,0.13733253,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0035/012.png
srm,UADFV_train,0.1130874,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0036/059.png
srm,UADFV_train,0.081109546,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0040/439.png
srm,UADFV_train,0.8159289,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0010_fake/248.png
srm,UADFV_train,0.89963675,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0009_fake/056.png
srm,UADFV_train,0.930748,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0017_fake/090.png
srm,UADFV_train,0.93871313,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0008_fake/241.png
srm,UADFV_train,0.921739,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0042_fake/596.png
srm,UADFV_train,0.26620954,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0044/921.png
srm,UADFV_train,0.9326228,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0006_fake/048.png
srm,UADFV_train,0.21890411,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0038/066.png
srm,UADFV_train,0.92106056,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0013_fake/336.png
srm,UADFV_train,0.13243553,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0013/120.png
srm,UADFV_train,0.9479133,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0012_fake/128.png
srm,UADFV_train,0.02907777,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0047/076.png
srm,UADFV_train,0.89452726,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0000_fake/065.png
srm,UADFV_train,0.02845335,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0007/092.png
srm,UADFV_train,0.09627997,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0041/594.png
srm,UADFV_train,0.93278986,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0041_fake/627.png
srm,UADFV_train,0.9063683,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0019_fake/183.png
srm,UADFV_train,0.09420222,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0046/532.png
srm,UADFV_train,0.07196172,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0012/067.png
srm,UADFV_train,0.9579619,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0004_fake/033.png
srm,UADFV_train,0.0504952,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0008/216.png
srm,UADFV_train,0.038299937,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0000/075.png
srm,UADFV_train,0.932092,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0008_fake/216.png
srm,UADFV_train,0.91677463,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0041_fake/891.png
srm,UADFV_train,0.08923185,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0001/172.png
srm,UADFV_train,0.9590052,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0013_fake/036.png
srm,UADFV_train,0.03028146,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0031/149.png
srm,UADFV_train,0.8447194,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0039_fake/093.png
srm,UADFV_train,0.055887535,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0022/321.png
srm,UADFV_train,0.95818853,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0027_fake/068.png
srm,UADFV_train,0.9513795,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0008_fake/116.png
srm,UADFV_train,0.8908795,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0041_fake/957.png
srm,UADFV_train,0.9379878,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0013_fake/204.png
srm,UADFV_train,0.11889492,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0038/118.png
srm,UADFV_train,0.93297005,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0032_fake/079.png
srm,UADFV_train,0.06190471,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0001/104.png
srm,UADFV_train,0.032308415,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0007/117.png
srm,UADFV_train,0.6918207,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0027_fake/148.png
srm,UADFV_train,0.9690081,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0044_fake/036.png
srm,UADFV_train,0.06799375,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0015/181.png
srm,UADFV_train,0.93962127,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0044_fake/1069.png
srm,UADFV_train,0.108856104,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0039/052.png
srm,UADFV_train,0.10121062,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0028/062.png
srm,UADFV_train,0.09428382,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0045/086.png
srm,UADFV_train,0.92646253,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0037_fake/108.png
srm,UADFV_train,0.22997403,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0018/311.png
srm,UADFV_train,0.32055095,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0034/144.png
srm,UADFV_train,0.08839797,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0027/080.png
srm,UADFV_train,0.87819487,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0025_fake/062.png
srm,UADFV_train,0.09506337,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0010/087.png
srm,UADFV_train,0.9668045,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0036_fake/036.png
srm,UADFV_train,0.053859875,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0026/197.png
srm,UADFV_train,0.039617646,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0047/332.png
srm,UADFV_train,0.04156433,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0025/004.png
srm,UADFV_train,0.8440004,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0025_fake/067.png
srm,UADFV_train,0.21791396,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0035/047.png
srm,UADFV_train,0.90449893,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0035_fake/133.png
srm,UADFV_train,0.8909066,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0041_fake/594.png
srm,UADFV_train,0.047697544,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0016/094.png
srm,UADFV_train,0.79036003,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0031_fake/032.png
srm,UADFV_train,0.8634377,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0040_fake/276.png
srm,UADFV_train,0.16501537,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0039/033.png
srm,UADFV_train,0.09757081,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0018/012.png
srm,UADFV_train,0.94161123,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0004_fake/037.png
srm,UADFV_train,0.92929226,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0006_fake/057.png
srm,UADFV_train,0.97575074,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0045_fake/549.png
srm,UADFV_train,0.16992994,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0046/199.png
srm,UADFV_train,0.8387706,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0005_fake/052.png
srm,UADFV_train,0.8184657,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0026_fake/189.png
srm,UADFV_train,0.043661688,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0014/150.png
srm,UADFV_train,0.9222427,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0024_fake/072.png
srm,UADFV_train,0.045603465,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0025/100.png
srm,UADFV_train,0.9081337,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0030_fake/174.png
srm,UADFV_train,0.1093513,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0028/053.png
srm,UADFV_train,0.04795813,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0045/635.png
srm,UADFV_train,0.062247876,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0007/066.png
srm,UADFV_train,0.12436064,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0018/037.png
srm,UADFV_train,0.80644476,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0019_fake/011.png
srm,UADFV_train,0.85998476,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0027_fake/111.png
srm,UADFV_train,0.09585071,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0009/028.png
srm,UADFV_train,0.1107505,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0018/336.png
srm,UADFV_train,0.60400766,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0043_fake/287.png
srm,UADFV_train,0.10116849,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0009/199.png
srm,UADFV_train,0.12658815,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0006/115.png
srm,UADFV_train,0.04246521,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0017/097.png
srm,UADFV_train,0.8829596,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0009_fake/199.png
srm,UADFV_train,0.16661277,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0033/056.png
srm,UADFV_train,0.044718284,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0020/088.png
srm,UADFV_train,0.13521685,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0018/000.png
srm,UADFV_train,0.9162116,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0007_fake/117.png
srm,UADFV_train,0.8964733,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0022_fake/022.png
srm,UADFV_train,0.2786018,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0043/327.png
srm,UADFV_train,0.8468021,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0019_fake/005.png
srm,UADFV_train,0.058486633,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0001/098.png
srm,UADFV_train,0.9145025,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0019_fake/070.png
srm,UADFV_train,0.8898122,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0025_fake/004.png
srm,UADFV_train,0.18224053,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0042/1023.png
srm,UADFV_train,0.07342428,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0016/053.png
srm,UADFV_train,0.94734883,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0011_fake/133.png
srm,UADFV_train,0.92548716,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0002_fake/117.png
srm,UADFV_train,0.88525814,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0046_fake/464.png
srm,UADFV_train,0.93461835,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0030_fake/219.png
srm,UADFV_train,0.81916904,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0024_fake/029.png
srm,UADFV_train,0.1121859,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0037/010.png
srm,UADFV_train,0.073526464,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0008/091.png
srm,UADFV_train,0.13610859,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0042/383.png
srm,UADFV_train,0.87971497,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0031_fake/139.png
srm,UADFV_train,0.91988623,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0046_fake/596.png
srm,UADFV_train,0.043050904,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0011/240.png
srm,UADFV_train,0.8744188,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0040_fake/394.png
srm,UADFV_train,0.047457326,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0038/086.png
srm,UADFV_train,0.09330108,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0006/040.png
srm,UADFV_train,0.04267397,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0026/113.png
srm,UADFV_train,0.64926344,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0043_fake/000.png
srm,UADFV_train,0.68179977,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0034_fake/059.png
srm,UADFV_train,0.92321324,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0009_fake/189.png
srm,UADFV_train,0.9405574,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0007_fake/010.png
srm,UADFV_train,0.8419749,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0047_fake/512.png
srm,UADFV_train,0.9036626,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0041_fake/099.png
srm,UADFV_train,0.9189576,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0016_fake/016.png
srm,UADFV_train,0.95215344,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0015_fake/153.png
srm,UADFV_train,0.93716156,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0011_fake/093.png
srm,UADFV_train,0.055455603,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0008/033.png
srm,UADFV_train,0.85971254,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0012_fake/013.png
srm,UADFV_train,0.05482829,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0010/395.png
srm,UADFV_train,0.8078785,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0005_fake/143.png
srm,UADFV_train,0.91517794,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0035_fake/120.png
srm,UADFV_train,0.031921037,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0013/264.png
srm,UADFV_train,0.20318566,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0042/980.png
srm,UADFV_train,0.81193715,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0009_fake/085.png
srm,UADFV_train,0.112755395,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0048/642.png
srm,UADFV_train,0.81577504,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0002_fake/070.png
srm,UADFV_train,0.9028007,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0031_fake/101.png
srm,UADFV_train,0.8701131,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0030_fake/210.png
srm,UADFV_train,0.22465552,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0042/1108.png
srm,UADFV_train,0.9117711,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0007_fake/061.png
srm,UADFV_train,0.91603494,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0007_fake/143.png
srm,UADFV_train,0.9474713,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0004_fake/092.png
srm,UADFV_train,0.02742273,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0025/096.png
srm,UADFV_train,0.06656343,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0045/260.png
srm,UADFV_train,0.12597026,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0004/111.png
srm,UADFV_train,0.029886333,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0020/017.png
srm,UADFV_train,0.11430619,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0038/102.png
srm,UADFV_train,0.0854461,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0004/059.png
srm,UADFV_train,0.09751174,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0013/156.png
srm,UADFV_train,0.06845009,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0021/070.png
srm,UADFV_train,0.13786955,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0033/064.png
srm,UADFV_train,0.9285114,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0017_fake/050.png
srm,UADFV_train,0.10367264,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0008/116.png
srm,UADFV_train,0.93805236,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0011_fake/240.png
srm,UADFV_train,0.12654385,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0028/111.png
srm,UADFV_train,0.1376492,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0029/150.png
srm,UADFV_train,0.7985264,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0028_fake/031.png
srm,UADFV_train,0.10422423,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0032/128.png
srm,UADFV_train,0.08236324,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0041/660.png
srm,UADFV_train,0.057505395,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0011/281.png
srm,UADFV_train,0.11083729,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0036/092.png
srm,UADFV_train,0.08646547,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0014/196.png
srm,UADFV_train,0.9010721,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0047_fake/742.png
srm,UADFV_train,0.030757817,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0025/043.png
srm,UADFV_train,0.75759166,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0003_fake/018.png
srm,UADFV_train,0.6400573,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0028_fake/115.png
srm,UADFV_train,0.87783235,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0024_fake/145.png
srm,UADFV_train,0.0247271,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0003/023.png
srm,UADFV_train,0.91895074,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0023_fake/095.png
srm,UADFV_train,0.092762575,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0024/116.png
srm,UADFV_train,0.15163434,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0041/528.png
srm,UADFV_train,0.80122954,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0040_fake/118.png
srm,UADFV_train,0.11501537,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0036/046.png
srm,UADFV_train,0.0993508,0,/data/Btask/DeepfakeBench1/datasets/UADFV/real/frames/0009/056.png
srm,UADFV_train,0.8858341,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0003_fake/028.png
srm,UADFV_train,0.9117973,1,/data/Btask/DeepfakeBench1/datasets/UADFV/fake/frames/0016_fake/094.png
